x	y	z
0.69910730	 1.13196273	 3.01581859	 
-0.61963820	 5.08052670	 1.10120512	 
3.64570332	 -2.69774329	 1.42073513	 
1.04227502	 -1.16107636	 -4.19968173	 
0.16022041	 -4.85810115	 -4.44105370	 
-2.58428067	 -2.39328746	 4.16953747	 
3.92032908	 1.97462760	 3.37024994	 
-2.42388532	 0.70059600	 -9.22028458	 
1.19708072	 -0.29000519	 3.22826757	 
0.33316267	 1.61957500	 -6.05274505	 
2.18212215	 4.30287669	 -3.63801496	 
-0.47472129	 0.10783293	 -3.79818489	 
0.27453366	 2.94205463	 6.08083581	 
1.18222462	 1.29409479	 -4.63143642	 
2.91124596	 -0.81992253	 2.92940754	 
0.84575258	 1.25096572	 2.04876668	 
-1.02073763	 0.10491170	 -5.61647247	 
-5.83010904	 1.02625124	 3.88331633	 
2.57247246	 -1.72702549	 -3.09264744	 
-0.66775893	 0.22392457	 0.97223346	 
0.87665507	 -1.79438750	 3.92204542	 
0.76188424	 1.09504527	 2.09021001	 
-0.09432659	 2.38695382	 -1.21781003	 
-2.80754654	 -0.21628509	 -2.17328041	 
0.83736834	 -1.58433099	 -2.13309767	 
-1.50237519	 2.03102878	 -3.35935689	 
-0.02250396	 0.44712286	 -3.65990879	 
-6.18153218	 -0.48649586	 3.03734179	 
-2.39659958	 -2.42923514	 13.10212102	 
-2.66645800	 -1.75635675	 -3.04862068	 
3.22247017	 4.89569511	 1.14504506	 
2.06606455	 -1.57064486	 -1.00364232	 
2.10054171	 -3.01894334	 11.11615420	 
-1.83112954	 -1.62868998	 1.78235416	 
5.62873533	 -0.58016401	 -4.21540140	 
3.47280331	 -1.80454673	 3.06363518	 
0.03868305	 1.66331905	 -2.45481626	 
-2.49022920	 -0.88732206	 -3.56314986	 
1.38695208	 3.59499897	 -5.80790338	 
-2.12685542	 -0.55156202	 6.30110350	 
-0.05720692	 -0.39562561	 -2.26107869	 
-0.86955299	 0.94105642	 -3.50977812	 
-0.94662351	 1.44775769	 3.70762789	 
-2.49028048	 -1.43881692	 3.49991851	 
-1.19416879	 0.38353988	 2.39045992	 
1.58383280	 -0.99111919	 -3.76438001	 
-0.42158957	 -1.22936028	 1.61970612	 
-3.42122696	 2.47127085	 -5.33919315	 
-2.89808329	 -0.96257620	 5.60664724	 
0.56249081	 1.52124221	 -4.97209280	 
3.34670314	 3.08805790	 -4.59978200	 
1.23149840	 -0.82840384	 -5.87014095	 
1.02130693	 -3.35851212	 -2.42774460	 
-0.65934017	 1.44963991	 1.22525228	 
-1.53111031	 0.49617106	 -4.31595770	 
1.97135463	 2.78564223	 -2.07844213	 
1.66888975	 -2.36383716	 2.44001291	 
0.09218628	 1.10719740	 0.77679566	 
-0.09385341	 1.86721968	 3.80830695	 
1.33932268	 1.13134684	 0.71077642	 
-0.79044367	 -2.75850906	 5.67063012	 
-1.86829365	 2.18160941	 -5.55747310	 
-1.69043279	 1.18674384	 -1.23452277	 
0.63962956	 4.81162594	 3.00443691	 
-0.57071656	 0.78341593	 0.56622730	 
3.67635726	 4.73073532	 5.61179587	 
-1.04313208	 2.26520363	 4.85409715	 
-2.79434413	 -0.92401132	 4.88487491	 
0.15944833	 -5.28799035	 -3.00801432	 
1.69864774	 0.86610064	 6.64108885	 
-0.33543626	 -0.58666489	 3.73567178	 
3.44974259	 -1.80126462	 -4.14825187	 
-1.04099497	 1.28866072	 -2.41882480	 
-0.73369887	 -0.02350964	 2.59214365	 
-3.25204991	 -3.34373892	 -1.90891216	 
-1.49089354	 -2.21535537	 -4.26477840	 
-2.26222022	 0.86098962	 3.45981877	 
0.29939612	 -6.93914634	 1.80022209	 
-5.60186340	 1.11757728	 -1.93936118	 
0.40286713	 4.36652531	 2.58176850	 
0.80174307	 -0.42303718	 -5.03104708	 
-0.23076877	 0.79663866	 7.21416107	 
0.10310738	 1.16329631	 -2.60233892	 
1.39504786	 -0.10543179	 -1.81232274	 
-1.94028460	 1.93023939	 -7.99667029	 
0.65289188	 0.46805080	 3.63264825	 
6.48332801	 0.10285159	 -8.11178370	 
-1.48249368	 -0.13619006	 2.92494631	 
-0.73621605	 -3.10896015	 -4.78921991	 
-0.22853227	 -0.86651083	 -2.06626180	 
-8.21996600	 -2.73391083	 -4.54592311	 
-0.58852129	 2.17101294	 6.68976334	 
0.97307473	 1.13026004	 -5.02636936	 
-3.33714343	 0.21922744	 -2.50535477	 
-2.61826551	 2.62326545	 2.80820085	 
-2.91381800	 0.42514621	 -1.89226548	 
3.04954619	 0.59894565	 4.33411992	 
1.46135965	 1.95821818	 -3.65897376	 
-2.96089457	 1.92337377	 -6.83136688	 
-0.50233381	 2.40504410	 1.51591572	 
-1.29882697	 -2.92584090	 1.46265626	 
1.25220653	 -1.03651143	 -3.64046117	 
-2.61631126	 -1.54152160	 4.03612621	 
1.73967975	 -4.54476121	 -4.02010028	 
-2.49941875	 -1.25768615	 4.84369956	 
3.60989673	 -0.83839182	 3.16942292	 
-0.54609475	 -3.67511712	 5.89752918	 
-4.38188238	 -2.18501903	 4.98220860	 
-6.50294082	 3.47083391	 -3.60131905	 
-3.21498516	 0.52233470	 5.94183831	 
-0.05314482	 -2.55421475	 -2.76136221	 
-2.05181190	 -5.15399550	 -4.49765408	 
-1.25503789	 0.45911809	 -1.40740134	 
-3.11285390	 -0.39458273	 -6.82026591	 
-0.79288928	 -1.42664927	 1.93448579	 
-2.61722357	 1.32056979	 4.41879853	 
-8.14361212	 -1.67675956	 3.04588419	 
3.87127887	 5.32453257	 4.45581895	 
-1.33888144	 -3.07263975	 8.30615484	 
4.40800769	 0.28015492	 -4.02435501	 
1.06925730	 -2.74649232	 3.28016469	 
-1.56036076	 -0.04077121	 3.77481053	 
-0.93563299	 -2.61496333	 -10.65991900	 
6.33083849	 -1.92451073	 -5.00044011	 
2.66070408	 -0.28877411	 -1.57725107	 
-4.13088593	 2.04386408	 -4.47497279	 
-0.24324806	 1.04470643	 2.09217481	 
2.82589151	 -3.45786636	 -4.75480635	 
-0.39104977	 0.97381555	 1.59945826	 
3.03667509	 -1.18569657	 5.02550968	 
-2.71753760	 0.02794526	 -2.18883640	 
2.81462168	 -0.77714622	 -5.16857516	 
1.03628192	 2.59075105	 5.45814322	 
0.82006179	 -2.39462976	 -2.20925251	 
0.13928848	 -3.16868360	 3.53563082	 
3.55028217	 -4.06193547	 -3.72756939	 
-5.27402529	 0.14864299	 4.93427705	 
4.93941739	 4.96217795	 3.30090506	 
-1.74211570	 -0.46043767	 2.18644314	 
-3.61669144	 -0.62409977	 4.84333885	 
-1.83973750	 4.64564825	 1.88713710	 
1.18745354	 2.19573414	 4.83960741	 
-0.77814194	 -0.90860257	 -0.94147990	 
0.17277634	 -2.24601094	 2.37521090	 
0.68757440	 3.52657264	 2.54463335	 
-1.76942589	 -0.13883026	 2.45719497	 
-3.22622884	 -1.71640232	 4.58903496	 
2.62175454	 0.35558611	 4.15799910	 
-0.53660358	 -1.66496965	 1.94400797	 
1.32652611	 1.44276267	 -2.45614182	 
-3.82990659	 4.12903446	 6.44323446	 
-3.68584499	 0.66935675	 3.01992447	 
-3.51243557	 -1.39287866	 6.46788571	 
-1.65562102	 -1.45578086	 -1.69979985	 
0.19837904	 -0.34197281	 -1.46975394	 
-1.94959117	 -1.36735602	 4.76868558	 
0.45561571	 -0.07475597	 3.37728765	 
1.11753549	 -0.05662065	 3.95699486	 
2.88924475	 -1.45890860	 2.27750742	 
1.70852511	 -5.16890278	 -4.48704110	 
-1.03523369	 -1.11871311	 -4.06536500	 
-2.47926386	 -1.38115352	 -1.55703834	 
1.54604641	 -1.14475548	 2.34549074	 
-0.40569265	 1.70672855	 -4.45090299	 
3.33396900	 0.52450293	 -3.45075207	 
-5.83358833	 3.49160834	 5.20731241	 
-0.64470093	 5.51351973	 -5.78739494	 
-1.72885369	 6.52535912	 -3.96856822	 
1.52883629	 1.46358424	 2.50171940	 
-2.31711697	 -3.21990080	 2.11765315	 
-3.64772727	 -3.06255692	 3.07738555	 
-1.62336036	 0.41210192	 3.41521343	 
-1.00388220	 -0.73869295	 -2.34186908	 
-0.55757342	 0.92846923	 7.64753983	 
0.92895015	 2.56209759	 -3.16928290	 
-3.95049353	 -3.76214519	 -6.82232727	 
-1.18228262	 0.33365360	 -3.91755717	 
3.20063770	 -0.13075155	 -2.48127555	 
-3.29621038	 -1.60417210	 8.43247639	 
-2.05550815	 1.32216673	 4.78844391	 
0.70696000	 -3.91051606	 2.70110055	 
4.37117533	 -1.70251440	 -2.54230486	 
-1.98024974	 3.30141677	 6.48070320	 
-0.80507908	 1.28355236	 2.45335942	 
-4.13140734	 2.62804377	 1.96259237	 
1.07880795	 -0.62898397	 -5.03532489	 
4.23906895	 -2.77439154	 4.27502489	 
-3.82907656	 3.92884675	 -3.25868782	 
1.07406193	 -1.95580118	 -2.45097168	 
1.31281411	 1.59901880	 4.52668466	 
1.10270743	 0.22166028	 -2.03017281	 
2.44831021	 1.33764365	 3.85707583	 
-0.31578294	 -2.33882653	 2.13939767	 
2.03221902	 0.36405003	 4.71589486	 
-0.65009733	 0.21911375	 3.02414357	 
1.52340243	 5.17080827	 3.54631020	 
-1.10255294	 -0.55445091	 1.09461677	 
0.08229011	 2.60094807	 -7.47609073	 
0.63314145	 -0.89550205	 -2.99233308	 
-0.59071143	 2.05904258	 3.09416475	 
0.36546498	 2.08414812	 5.71063867	 
-0.04717912	 -0.35216528	 0.82197025	 
2.76648329	 2.36813014	 3.63547122	 
-0.62435016	 0.57371551	 -3.98853222	 
-2.58438638	 -0.21862104	 -5.98367615	 
0.70184370	 1.15140952	 -2.31398666	 
0.78112998	 1.58955825	 6.18941658	 
8.70586075	 1.77624908	 -5.45016738	 
2.36291893	 -0.94038851	 0.70043040	 
-3.42084732	 -0.15428454	 4.33944803	 
-1.15586904	 -0.22832727	 -3.15616911	 
2.17055831	 -1.88922693	 4.02238578	 
2.41022019	 2.05975049	 -4.73606494	 
-1.73439248	 -0.64170775	 -3.61462690	 
0.04059783	 -0.28450050	 -2.31557588	 
-2.32196745	 -3.07146098	 -3.31262688	 
0.10562198	 0.49967571	 -2.99730393	 
-2.72760750	 -2.83267761	 -2.87612038	 
-2.00015753	 -0.60902006	 -5.72700329	 
-9.45502809	 3.47365459	 -8.50849130	 
-1.48059419	 -1.74296509	 2.86180167	 
-2.58057074	 1.26920958	 7.14336959	 
1.25895082	 0.76803108	 2.30982704	 
-3.84913967	 2.90751570	 -9.15005351	 
-0.57290248	 3.13157029	 0.20559068	 
-1.29522521	 -0.95324185	 -5.57826964	 
-5.91621380	 0.31168854	 -4.66950613	 
2.50563343	 0.15591135	 2.93512978	 
1.14953437	 -0.28996988	 -1.82943146	 
0.49197986	 2.69983011	 4.15668566	 
-1.13005685	 1.01573691	 -3.64840262	 
0.29851289	 -0.92026837	 -3.48613302	 
-0.17374211	 2.07038100	 -1.64658893	 
-0.44621653	 5.12112534	 -8.80925185	 
0.54258388	 1.06929196	 -3.12772909	 
-4.31445177	 -1.03411789	 -1.76523148	 
2.02989023	 0.28595253	 4.00432578	 
1.45144548	 1.31136010	 -1.87691827	 
2.57207434	 -0.72814307	 4.14833499	 
3.26024101	 -1.64615086	 2.21907036	 
-3.78491538	 1.73641782	 -3.25437530	 
0.45851105	 -1.19231572	 -3.46272828	 
-1.69476219	 -0.25303149	 1.07409441	 
-6.59655180	 -3.98975242	 -1.40757334	 
-0.59375627	 1.66449020	 -4.71951302	 
1.78393831	 -0.29668773	 6.59540130	 
2.21964130	 -0.24547475	 1.46869945	 
-0.39139931	 -2.17962727	 -3.83827530	 
0.89708401	 -0.27118766	 -1.80995238	 
-1.60703934	 -2.15129690	 8.11511735	 
0.85298672	 1.00818109	 -2.06262769	 
-0.97373146	 -0.36716967	 3.70663602	 
-2.60702209	 -2.06557043	 2.58917853	 
-3.07063373	 1.14247968	 3.81612698	 
-0.83298913	 1.21375018	 -1.31488204	 
-2.81727385	 -1.67951906	 0.64134513	 
-5.71488871	 4.34409902	 -2.49098021	 
-0.98605180	 3.43266861	 1.57065959	 
1.26058739	 -0.11268702	 5.70153916	 
-2.53246089	 -3.84576090	 4.76218059	 
0.08142933	 -0.50427846	 -1.45710982	 
-0.12347824	 -0.28203661	 1.61253823	 
-0.65889938	 2.63380907	 -7.32302210	 
-0.10297954	 0.41018859	 1.80963298	 
2.74610062	 0.11798132	 3.32635191	 
3.44413225	 1.14035994	 3.49953523	 
-2.27367856	 0.87188701	 2.61127111	 
-0.90923393	 -1.93525450	 5.03846430	 
-1.37288697	 0.42998144	 2.31907096	 
0.20030268	 -2.82541409	 6.44579089	 
0.70231662	 1.66657339	 -1.99270712	 
0.74721688	 1.81383384	 -5.32805935	 
-0.91697342	 1.48366051	 -3.78638649	 
0.29267136	 2.64467478	 9.85806841	 
-1.50922366	 -4.66334642	 5.61519110	 
-0.72752248	 1.09809338	 -3.64949039	 
-2.68978380	 3.95129756	 -9.88810927	 
2.54729729	 2.33005675	 -3.23079833	 
1.45866165	 -0.76733279	 -2.48250990	 
3.12917427	 -2.55839495	 -2.31234389	 
-2.27657284	 -1.94711489	 5.30193850	 
-4.46118366	 0.00693093	 -6.40678904	 
1.90884903	 -4.22651296	 2.35235905	 
-0.36549169	 0.64231103	 -4.55805128	 
-0.34024708	 1.11691916	 3.82003872	 
-0.05866066	 -0.14407166	 3.00872184	 
-0.86924027	 -0.87586180	 2.82624962	 
-2.24763282	 -0.94161527	 4.35516667	 
2.60098767	 2.94945952	 2.10069807	 
1.70928534	 -1.30276208	 4.52571698	 
-0.43499147	 1.72484820	 0.81089446	 
2.27137155	 -0.28185609	 -3.59358320	 
-1.03503655	 -0.04305612	 -0.66641435	 
-3.75965817	 2.67937198	 5.99414819	 
-5.46150006	 -4.02392943	 4.61680435	 
-2.62518981	 -0.10957421	 -2.48856357	 
-1.69486255	 -6.10829543	 -4.35777951	 
-0.17810471	 -4.11912924	 -2.44285217	 
-0.75497364	 2.63283663	 -5.02823997	 
-1.38259017	 1.11366812	 3.93845436	 
0.38395199	 0.34152335	 -5.35124055	 
-0.77794901	 3.37915416	 -6.82775372	 
1.02044193	 -2.07245233	 -0.92098531	 
-1.74351977	 0.33245268	 4.73541593	 
-0.29719512	 -1.91882056	 2.79683059	 
6.26850310	 2.36384087	 6.20147022	 
-0.12302970	 5.95691967	 2.98436386	 
1.57173729	 1.58750657	 7.39709356	 
3.03960779	 0.34112648	 -4.17097400	 
-0.69946749	 2.69413148	 3.01756983	 
8.67797233	 -7.08509105	 3.57753815	 
-0.03239407	 -0.28521345	 -2.17954502	 
-0.81852604	 0.69202597	 1.77004986	 
0.15303435	 -0.68082503	 -2.63925111	 
-0.45459542	 0.86682740	 4.17213407	 
0.96331126	 -2.08991391	 -1.15129201	 
-0.89360829	 1.01303122	 -5.36552023	 
3.05583540	 1.18641778	 -3.42041947	 
-1.32701974	 -2.58321312	 -6.32208209	 
1.55098914	 -3.11006389	 3.37962191	 
2.15835658	 2.09045535	 -3.37720096	 
-0.32812473	 -3.66757909	 3.34283116	 
1.94403893	 -0.88683642	 2.37162238	 
3.08793147	 -0.81710660	 -0.47877446	 
-2.92259941	 -1.07013360	 6.12343095	 
-0.07365794	 1.95451086	 -1.38851234	 
0.29440161	 1.56776035	 2.77368575	 
-0.12805325	 -0.63400262	 -1.03366608	 
1.12472793	 0.14661589	 1.22271382	 
-1.09072630	 -3.94365822	 -7.99805388	 
-1.92156173	 -3.26441545	 -2.30508688	 
0.32892395	 2.23629615	 -2.49823259	 
-0.54868497	 -1.56946978	 -1.34922116	 
-0.08952388	 1.55677282	 -4.85546952	 
-0.07186148	 -6.10173256	 -5.33252330	 
-1.07236358	 -0.29739928	 -3.27715828	 
1.84309561	 2.10321811	 2.76227936	 
-0.19449382	 -2.34603632	 1.28085182	 
2.40284338	 0.22325892	 3.80387222	 
0.76940639	 2.39366072	 0.91129603	 
2.11678136	 -1.28617411	 3.20169410	 
-2.66176537	 -0.81010719	 -3.26263796	 
1.44687472	 0.90469693	 4.69429801	 
-0.36993561	 -0.12111126	 -1.67586702	 
3.81878153	 -0.79217164	 -4.81249122	 
-2.16202846	 0.62840785	 -3.46566211	 
-0.34753988	 -1.38542703	 2.26644165	 
-0.74079378	 3.09020096	 5.50133817	 
2.76549716	 1.99718296	 3.57431965	 
1.51428178	 1.07010289	 1.37141254	 
7.23875157	 -0.43190354	 3.93731504	 
-2.01713011	 1.33095572	 2.63416475	 
5.38764911	 6.27961059	 -7.32956119	 
-0.92271209	 1.53486257	 2.55142537	 
-0.53200384	 1.26343319	 -2.28390856	 
1.03131641	 -2.05644946	 -2.32378525	 
-1.77971021	 1.17424047	 -2.77030061	 
-3.45466038	 5.58378511	 -3.20929366	 
-1.87570025	 -0.70911755	 1.74244598	 
-2.36031930	 -0.60857818	 6.99524692	 
-0.69492117	 -1.22310406	 -4.67498026	 
-1.76005377	 -1.84313226	 -3.60365877	 
-2.36723889	 -0.50912052	 3.42754045	 
-0.20980348	 1.89985904	 2.50596501	 
0.40854948	 4.66501879	 10.71160062	 
0.17249097	 0.76894541	 -4.18086433	 
1.34261713	 -3.51010577	 3.51383696	 
1.91655512	 0.11185432	 -1.90778555	 
3.95852423	 4.87860868	 2.27244481	 
-2.15437876	 -0.51853024	 -4.43625648	 
-0.29203659	 -0.50097066	 3.98432121	 
-1.99421247	 3.65377817	 1.50121554	 
5.33720462	 2.10106172	 3.01730547	 
-1.24892445	 0.13881963	 1.96838279	 
0.17063763	 -0.90167908	 1.01976411	 
-4.44114800	 -1.46988193	 -2.71164120	 
-4.14068305	 6.02999831	 -5.15446235	 
4.90477379	 4.31890315	 5.49590578	 
-4.60709298	 1.71447367	 1.20572239	 
-0.42841453	 -2.53130856	 -4.94690210	 
2.00090607	 0.37425467	 2.65626335	 
-1.97786928	 -1.59945806	 -4.17945440	 
0.66518133	 -1.76107874	 -1.49202600	 
-3.21802737	 -1.44884469	 -4.86845504	 
-3.33472620	 1.07987590	 -3.77638662	 
2.32832837	 -1.63752563	 -2.81649797	 
-2.86051893	 0.08127932	 4.17370902	 
-2.94797066	 -1.25061258	 -3.78497560	 
-1.86388905	 0.17210045	 1.97427820	 
-1.49425215	 -5.35514704	 -3.11099368	 
-1.00135971	 -4.55041583	 -3.39376455	 
-3.16557890	 -0.43862276	 -3.35383236	 
1.30437616	 -3.20076802	 -3.94454008	 
0.20409523	 -3.04843746	 -7.08430493	 
2.19691064	 1.94852619	 -4.09969133	 
0.49442582	 -0.18363341	 0.21895387	 
-0.41349712	 -5.21402761	 0.80432695	 
-1.80817707	 -4.53548613	 -5.71511591	 
1.32993297	 -0.08449323	 -1.43401015	 
4.63204398	 -2.46583588	 5.02296984	 
2.49181028	 1.46382931	 -2.26569018	 
-1.78946937	 -1.44076259	 -3.07570216	 
0.76517898	 5.83522437	 1.93654569	 
-0.35363529	 2.25424533	 -3.78189027	 
0.79706532	 1.96478810	 1.88461566	 
0.50649436	 0.30000370	 4.78915837	 
-3.85894725	 -1.55155946	 3.73328423	 
-0.04512586	 -0.54785650	 -3.22230982	 
2.98172888	 -3.53086191	 2.08425352	 
0.29311536	 -2.58151038	 3.20072261	 
-2.66054788	 0.97409546	 5.65801754	 
1.82338336	 -0.41582668	 2.65339791	 
3.43728403	 -5.55182892	 3.51896101	 
-0.94809881	 1.42895936	 -2.95090288	 
-0.20837637	 -0.99957236	 -3.61705892	 
-0.19480378	 0.54246787	 5.10887265	 
3.85563740	 1.11010910	 -1.70501354	 
-0.27610594	 1.05395245	 2.21052893	 
3.14368266	 1.29563550	 -3.42619303	 
0.20797011	 1.03706000	 1.65247980	 
-0.69485383	 0.01111231	 4.11299523	 
3.47992686	 0.37821568	 1.65776887	 
-0.37948628	 0.78714159	 -2.36725529	 
1.30031666	 0.51793814	 -2.77220665	 
3.08220092	 2.26681784	 -3.82936914	 
3.16914657	 -0.78124151	 -3.24496411	 
3.71434078	 -4.36335063	 5.36734159	 
4.36398815	 0.10520651	 2.83774948	 
-0.50578274	 -1.15406846	 -2.92800365	 
-1.66544139	 2.30140906	 -2.86282582	 
3.72440133	 0.15711057	 4.17747779	 
-0.34744302	 -0.14958134	 3.02846471	 
-0.90501477	 1.65543720	 2.67157493	 
-1.57072550	 -3.97409695	 4.09185533	 
-3.08597285	 -1.58169418	 -4.00891241	 
2.30845957	 -1.66134617	 3.83845209	 
-2.23414252	 -1.18744540	 5.20411179	 
2.08220707	 1.02089623	 -3.54096954	 
-1.20049638	 4.04689088	 -7.58924405	 
-0.67370782	 -0.60507829	 1.70928844	 
-2.88477536	 -2.26357827	 -4.00834969	 
-3.39967552	 -0.14195099	 4.44239440	 
1.24899218	 3.67948161	 3.93696957	 
