x	y	z
0.97785694	 1.46403628	 2.70315939	 
1.27403168	 -0.27524353	 1.15630734	 
-0.83096748	 -0.52476571	 -0.19685616	 
-0.44478489	 -0.39973007	 0.35210843	 
-0.27253742	 -0.80005088	 -0.95137103	 
0.75336142	 -0.37009624	 0.23965449	 
0.03639398	 -0.32104426	 -1.08595230	 
-0.46971436	 -0.03312299	 -0.41100446	 
0.66173804	 -0.54117064	 -1.59501852	 
-1.49831593	 -0.06048419	 -0.06835404	 
-0.00839831	 -0.67003405	 0.47225441	 
-1.08425934	 -0.57384961	 0.50366321	 
0.90823269	 0.70498554	 0.77777047	 
-0.24844014	 0.64178179	 -0.00194161	 
-0.32689336	 -0.24464700	 0.22523611	 
-1.05711085	 -0.31735925	 0.45082569	 
-1.40315568	 -0.27328626	 1.60554206	 
0.14657455	 0.57594515	 -0.24024390	 
0.16302057	 -1.92693870	 1.30040351	 
-1.78071909	 0.35273176	 0.26235666	 
0.97134804	 0.95643678	 0.67920500	 
0.23191361	 1.92730366	 1.03734539	 
-0.60766040	 -2.83791615	 -0.05069601	 
-1.36530194	 -0.32278303	 0.84955119	 
-0.17511287	 -0.14580716	 -0.72252828	 
0.17453419	 -0.11189829	 0.03019188	 
0.12309845	 -0.17363679	 0.92609929	 
-1.98756818	 1.84882217	 -2.05914656	 
0.04239273	 -0.19237733	 0.20199126	 
-0.26393203	 0.69255724	 1.25896511	 
-1.88213916	 0.28621021	 0.78978613	 
0.54325307	 -2.95674371	 0.08101020	 
-2.12130179	 -1.90957011	 -1.03742140	 
0.19418604	 -0.28821255	 0.13111807	 
1.63414804	 -0.37708843	 -0.27537061	 
-0.74241491	 -0.50388787	 0.53544691	 
0.48487286	 0.33152610	 0.76215377	 
-0.77752298	 -1.64739297	 0.61400382	 
0.10554402	 -0.18077313	 0.17889227	 
-0.51859749	 -1.03448839	 0.84402800	 
0.75789515	 0.75055724	 0.62911479	 
0.36777595	 -1.40771259	 1.40876233	 
-1.37771167	 -1.29139770	 0.45420638	 
1.63187600	 2.49351478	 -0.70287348	 
0.40567951	 0.01409405	 -0.12105797	 
-0.65556468	 -0.09323578	 -2.30397867	 
-0.75437369	 0.52935449	 0.61139999	 
1.04640703	 0.09514289	 -1.53166386	 
-0.12830361	 0.34788416	 -0.62782353	 
-0.24247900	 0.66464639	 0.38322681	 
-0.08716942	 0.32683017	 0.45869247	 
-0.85059583	 -0.04057704	 0.08308851	 
1.03955473	 0.07693469	 0.53074265	 
-0.23362029	 -0.06616473	 0.04577538	 
0.19612987	 2.12635692	 -0.71789941	 
1.12185272	 -0.47890370	 -0.14923024	 
-0.48829351	 0.47667541	 -0.75256582	 
-0.54531260	 1.51058961	 -1.82897880	 
-1.99761884	 1.53288361	 -0.60361435	 
0.23576604	 0.49255383	 -0.71678867	 
-0.37860137	 -0.75142079	 0.63734776	 
-0.69109623	 0.90964530	 0.75060667	 
0.15587890	 -0.60822640	 -1.10395656	 
0.97950312	 0.34975548	 2.07895768	 
-1.10589253	 -0.21676929	 -0.40316509	 
-0.13347339	 -0.83412082	 -0.31091447	 
0.09105299	 -0.67847767	 0.00720141	 
0.64829702	 0.61677251	 -0.31545792	 
0.70529888	 -0.80684800	 -1.22950587	 
-0.81728802	 -2.48878567	 1.56341793	 
3.04364116	 -0.52393899	 0.32169012	 
0.85924457	 -0.68135528	 -1.47479957	 
0.26889917	 1.63433393	 0.44803751	 
-2.62061779	 -0.02924899	 -0.05804467	 
-0.82809951	 0.57468730	 -1.60746919	 
-0.30215399	 0.75781585	 -1.48080522	 
-0.68067922	 -0.61166407	 -2.49429658	 
3.13928909	 -1.12713643	 0.01527497	 
0.87957281	 0.30277001	 0.71038387	 
0.52842405	 1.56793436	 -2.26398467	 
0.47184455	 0.26027557	 0.16481203	 
0.87814521	 -0.12166151	 1.39222537	 
1.46908473	 -0.60557963	 -0.76342442	 
0.87518835	 1.27837746	 -0.96410511	 
0.14288283	 0.67372207	 -0.62748750	 
0.23478042	 -0.33024381	 -1.43717844	 
-0.53981486	 -0.60419770	 0.30853166	 
0.62146792	 1.21664772	 0.09783891	 
0.46238475	 0.40944591	 1.28573542	 
-0.63389661	 0.39971345	 0.76145925	 
0.30212146	 0.57098578	 -0.87548367	 
-0.99823189	 -0.88178153	 0.47711192	 
-0.02011314	 -0.81753015	 -0.42840540	 
0.82104229	 1.21430807	 -1.53926258	 
1.28881588	 1.52094900	 -1.38424897	 
-1.15232886	 2.61382864	 0.11370326	 
-2.43464637	 1.66307566	 0.03505257	 
1.30911494	 1.07215483	 -0.53144124	 
-0.01233873	 0.92594974	 1.05650458	 
0.92297287	 0.77115490	 1.71969480	 
-0.52094668	 -1.59226738	 0.88814777	 
0.17311633	 0.00843276	 -0.37443107	 
0.43551647	 -0.53004485	 0.96252078	 
-0.48303523	 -0.14748184	 -0.47053648	 
-0.06922432	 0.64614205	 -1.99189907	 
-0.49203029	 0.17331405	 0.73699393	 
0.11005916	 -0.53729094	 -0.13776046	 
-0.24163985	 0.01362125	 -0.25020988	 
0.46193178	 0.09083177	 0.44457772	 
1.01319687	 1.01182022	 -0.74428071	 
-0.72297448	 1.78719664	 1.23229144	 
-2.93446977	 2.37978258	 -1.54925888	 
1.85070337	 0.51060932	 1.41042022	 
0.23641962	 0.59254994	 -1.03143008	 
0.10148457	 0.79019669	 2.20656306	 
0.30513850	 -0.08107629	 0.17719557	 
0.39301677	 0.21858348	 -0.14994797	 
0.04728955	 -0.45770951	 -0.20101315	 
-0.53521066	 0.91452504	 0.54954725	 
-1.50570964	 1.82064142	 -0.37440490	 
-1.14226146	 -2.68490507	 -0.32385364	 
-2.38659910	 -0.54809971	 -1.93970724	 
0.45933708	 -1.17223893	 0.48894596	 
-0.69165964	 -0.03714022	 0.11142484	 
-0.37853277	 0.04053146	 -0.48613501	 
0.63537513	 0.94485138	 0.13596379	 
0.47204568	 -0.37992204	 0.68883065	 
0.28351120	 -1.08629331	 2.52802710	 
-0.62089589	 0.38596347	 1.81196370	 
1.93773852	 0.55241717	 0.87851660	 
-0.67406232	 1.85754443	 0.72095813	 
-1.47695762	 1.17453876	 -1.17811428	 
0.55940513	 0.17902697	 0.20385346	 
1.19341168	 0.57790617	 0.21758678	 
0.78010906	 -1.15542275	 -1.04436349	 
-0.71154174	 -0.74686962	 1.45364826	 
0.05941059	 -1.04733889	 1.52117566	 
-1.71642144	 0.01033508	 0.01101233	 
0.35894821	 0.97227709	 0.92143391	 
-0.56187614	 0.09059987	 -0.19350201	 
0.32098524	 -0.15422633	 -0.13191643	 
-0.47382056	 0.47131622	 -1.21219592	 
0.19266641	 0.86662312	 -1.29612299	 
0.76745969	 -2.17203924	 -1.81897732	 
-1.72257235	 -1.25013821	 1.19233272	 
-0.84961524	 -0.02177277	 0.12376927	 
0.08529688	 0.96875148	 0.21740756	 
-0.12092506	 1.09640583	 0.01141071	 
-3.68164682	 1.70469645	 -0.23200681	 
-0.54788954	 -1.14470441	 1.52051909	 
1.30311073	 -0.43434398	 0.95708556	 
-0.15613276	 0.67192525	 0.09320415	 
-0.11008989	 -0.16256820	 -0.46355388	 
-0.29356752	 -1.46180654	 -0.37260850	 
-0.42417646	 0.84992300	 0.55649653	 
0.91912370	 -0.69227959	 0.55692713	 
-0.99231017	 1.03347772	 -1.31984967	 
2.04117026	 0.15979372	 0.49404746	 
1.12149032	 1.80109065	 0.75865003	 
-0.11408822	 -1.28157952	 0.48327081	 
0.74333860	 1.86594076	 1.07524627	 
0.57678509	 -0.25250769	 0.00670844	 
-0.06613974	 0.15985583	 -1.38940004	 
-0.12420481	 0.99119197	 0.10514859	 
-0.32902176	 0.19153809	 0.12465403	 
-3.35157819	 0.99721195	 -0.28664065	 
-0.76451402	 0.59032899	 0.57569573	 
-1.10455742	 1.73091407	 0.49968164	 
0.61957036	 -1.28772529	 -0.43376142	 
-0.39096264	 -0.02791042	 0.20001774	 
-0.92289569	 -0.31918081	 -0.74666765	 
1.04062988	 1.49437597	 1.50464634	 
0.26532919	 0.30267124	 0.99420043	 
-0.96065524	 0.19166339	 3.10981730	 
-0.48644782	 0.67745226	 -0.72230131	 
0.87584259	 0.85802815	 1.26404635	 
-0.52981290	 -0.05916404	 0.30971287	 
0.39753491	 0.62792301	 -0.49484779	 
0.44613628	 -0.71043401	 0.23050495	 
0.33413573	 -0.65361264	 1.11150349	 
0.81691979	 0.33100320	 -0.44438269	 
-1.33228449	 0.62407946	 1.12141163	 
0.34681005	 0.35332868	 0.27304669	 
2.23948733	 1.46824346	 -0.92600146	 
0.38922059	 -1.45977840	 1.48633915	 
0.96207536	 -1.29794636	 -0.40751099	 
0.68954052	 0.28304449	 -0.29740907	 
-1.60737505	 -0.37470082	 0.09444874	 
-0.20712541	 -0.66150371	 1.20546620	 
-0.49851411	 -0.45797983	 0.88950045	 
0.29084296	 -0.13759709	 0.13636783	 
-0.90730605	 -0.27185355	 0.68786369	 
0.01874825	 -0.54029187	 -0.48111974	 
-0.54448916	 0.00846198	 0.56417904	 
-1.20122901	 1.64526222	 0.03584443	 
-1.64252463	 1.08083406	 -1.74228634	 
-0.98137533	 -0.46221981	 -0.43724726	 
-1.35631446	 1.81333019	 -0.02731345	 
0.11436245	 -0.57549187	 0.34119175	 
-0.29150848	 0.42461881	 -0.41913923	 
-1.41816627	 -0.30822872	 -0.03434553	 
-0.25861826	 -0.29694666	 0.57003041	 
0.37005972	 0.39270589	 -1.54423569	 
0.87350133	 -1.71778230	 0.25768856	 
0.53259612	 -0.99130590	 -0.05186480	 
-1.83496414	 3.28270914	 -1.98599235	 
-0.27897495	 -0.05808774	 -0.10140968	 
-2.08519120	 -1.65230682	 -0.83902353	 
0.14297061	 0.23054835	 0.98532800	 
0.67232394	 -1.95746703	 -0.46781525	 
-1.20376960	 -0.40964460	 1.09705234	 
-1.06908361	 -0.83375108	 -0.02179417	 
0.38965257	 -0.05169390	 0.21079868	 
0.04725113	 -0.60342157	 0.86014388	 
1.09072129	 -0.27260101	 0.35685341	 
-0.20873265	 0.45493062	 1.39547072	 
-0.27691778	 -0.10560656	 0.09133583	 
2.14380532	 0.82335214	 0.56224752	 
0.02331473	 -1.58531516	 -0.83509002	 
0.49615745	 -0.86530334	 -0.02568087	 
0.23444220	 0.85867039	 0.55213106	 
0.40283373	 0.71124166	 1.04485690	 
0.51744973	 0.19410736	 0.59664208	 
-0.46900284	 -0.60991641	 -0.56959515	 
0.25195585	 -0.67830131	 -1.02139874	 
-0.11189654	 -0.15174045	 -0.90822552	 
0.25862830	 1.01213440	 -0.31654685	 
0.28987174	 -1.42699320	 0.08851775	 
-0.85670206	 -1.27804835	 0.36805852	 
0.57272065	 -0.14513043	 0.91928052	 
0.79458006	 -1.03569353	 -0.08543301	 
1.31679421	 -0.31103965	 -1.42183474	 
-0.09918180	 0.06747823	 0.85013186	 
1.77295180	 -0.65226816	 0.33742379	 
-1.05173399	 2.72853725	 -0.23348178	 
-0.99373366	 0.10784078	 -1.67754635	 
-1.07098427	 -2.68472371	 -1.16188460	 
0.18572498	 -0.51741987	 -0.10563999	 
0.67934112	 0.62090891	 -1.37586992	 
-0.62151415	 -0.36686696	 -0.29700964	 
0.15908389	 1.33871680	 2.07981714	 
-0.45658198	 -1.66754459	 -1.10920357	 
-0.71559394	 -0.99955251	 2.34246428	 
-0.17183213	 -0.53247372	 -0.23202764	 
-0.02944737	 -0.67495434	 -0.81314161	 
-0.87500433	 0.23763397	 0.56193936	 
1.15985698	 0.14157813	 -1.19214160	 
0.83776891	 -0.54410641	 1.37626802	 
-0.45598753	 0.13477574	 -0.97316982	 
-0.21907497	 -0.17533789	 -0.99739368	 
-0.12690730	 0.42074655	 0.36041643	 
0.17994546	 0.49718450	 0.09279276	 
0.67090161	 -0.41789300	 -0.53898382	 
-0.42043779	 0.38389919	 -0.83084191	 
0.13426397	 -0.71287320	 0.31175916	 
-0.59753243	 0.58754181	 0.25544586	 
0.34410632	 0.07729984	 1.01552460	 
-2.33472127	 0.85425109	 0.71883644	 
0.93895828	 0.27684728	 -1.16784743	 
0.89430769	 0.78331941	 1.41355345	 
0.75691778	 -0.38128564	 0.42919346	 
-0.57936430	 -0.25200636	 -0.93998917	 
-0.44921025	 -0.51122706	 0.82320695	 
3.81601371	 -0.45713734	 -4.65395435	 
0.02124949	 -0.22450109	 -0.21600697	 
0.15089075	 -0.80053870	 -0.70805901	 
0.45239487	 -1.06108060	 -0.12076962	 
0.05250368	 0.42619920	 -0.50657360	 
0.73398338	 0.19337926	 -0.10556090	 
-1.09133729	 1.44451892	 -3.05680337	 
1.53172918	 -0.07099452	 -0.09733646	 
0.66563133	 0.93894385	 -0.88499301	 
-0.17664487	 -0.10613472	 -0.16543829	 
1.49754357	 1.31535347	 1.19764046	 
1.04511423	 1.27730679	 1.45506197	 
-0.37395424	 -0.20650241	 0.83687226	 
-0.75025380	 1.14499140	 0.45493280	 
1.51061937	 -1.74659668	 0.92923239	 
-0.01600489	 -0.64416389	 0.70480227	 
0.50709785	 1.22256578	 0.70264038	 
-0.70489860	 0.67485107	 0.71877075	 
-1.09667261	 -1.90105134	 0.39337596	 
0.53543298	 -0.58472349	 0.48305327	 
-1.80590724	 0.23180857	 1.26137886	 
0.07216351	 -0.10402190	 -0.83230350	 
-0.61552232	 -0.10688405	 0.18455709	 
2.04828323	 -1.43170237	 0.09629249	 
-0.11988730	 -1.03465984	 1.19296717	 
0.16213279	 -1.37300955	 -0.34850052	 
2.27839108	 -1.71941370	 -1.99138707	 
-1.62692360	 -2.30107747	 -1.13903154	 
0.44862387	 0.33468286	 -0.10572227	 
0.33734592	 0.28813101	 -0.20608859	 
-0.25413970	 1.06925811	 -1.51399193	 
0.83054509	 1.18813450	 -1.12305147	 
-0.61291722	 -1.60879599	 -0.96318247	 
0.73106272	 -0.09318400	 -1.75702542	 
-2.00793916	 -1.60319843	 0.50932204	 
1.00899953	 0.23233237	 0.07068153	 
0.60104427	 0.25549125	 -0.52638624	 
0.49608180	 -0.65011889	 1.26339809	 
-0.14727793	 -0.39030284	 -0.09032945	 
0.43601149	 0.59467783	 -1.03322199	 
-0.24071899	 -0.13815869	 0.28768104	 
-0.72853455	 0.95541635	 -0.25060636	 
-1.24140321	 -0.64852639	 -0.97329027	 
-0.18830025	 -1.00809252	 0.48516173	 
0.04067201	 -0.01161643	 -0.67021704	 
-0.66424927	 0.13021105	 0.20095907	 
-0.50226381	 0.24454247	 0.27259428	 
-1.33784560	 0.23229923	 -0.86255037	 
-0.59216092	 -0.12716420	 0.14980495	 
-0.32016473	 -0.01932476	 1.89079585	 
1.81560152	 -4.73396879	 -1.10550411	 
0.86832264	 -0.14530942	 0.10748575	 
1.01699491	 0.17681632	 -1.01878966	 
0.25123322	 -0.02421866	 -0.89247294	 
-0.12379711	 -0.08407868	 0.27685505	 
-0.02559855	 -0.60532778	 -0.66967088	 
-0.90749514	 -1.18271696	 0.44009597	 
-0.68465795	 0.02750428	 1.06021138	 
3.70678967	 1.91122469	 -2.71038765	 
0.26867339	 -1.15649176	 1.44046390	 
-0.50668989	 1.60337610	 0.49720649	 
0.43952299	 -0.10748812	 0.51668976	 
-0.31236800	 0.62520884	 -0.19790392	 
-1.46331823	 -1.31377357	 -0.64251822	 
-0.22519502	 0.97176378	 -0.94024405	 
0.68083236	 1.79360321	 0.95452508	 
1.46178326	 -1.37071354	 -0.47203122	 
-0.94654610	 -0.62688701	 0.32008719	 
-2.40864001	 -2.16589532	 1.94811791	 
0.13512733	 0.48020224	 0.11307598	 
1.14465446	 -1.35015243	 0.72620991	 
-2.31910879	 3.42660141	 1.13831818	 
-1.30013837	 -0.54939762	 -0.74594156	 
-0.05220179	 -0.39494712	 -0.21012609	 
-0.80942292	 0.23190159	 -1.57136893	 
0.38947071	 0.48710202	 0.03476379	 
-0.22060946	 -0.03544512	 0.07981954	 
-1.31825538	 0.72901976	 1.64399620	 
-1.17395522	 -0.22943380	 -0.49952389	 
-0.28824040	 -0.24871765	 -0.31718943	 
-0.24411651	 0.40788856	 0.03877898	 
-1.31071503	 -0.74890145	 -2.04707215	 
-0.11099701	 0.82404056	 0.37030651	 
0.31714112	 1.34854789	 0.46399971	 
0.48137007	 -0.14673516	 0.19312156	 
1.32238933	 -0.07725909	 -1.46230739	 
-1.00699437	 2.21541943	 -1.90065457	 
-0.21291419	 -0.02863869	 0.00654813	 
0.84045729	 -0.19460405	 0.33412270	 
0.32413259	 1.54270209	 -1.76690452	 
0.23976976	 -0.05750009	 0.86617113	 
1.35257665	 1.17072235	 1.94139257	 
-1.81106020	 1.90581276	 -0.46555086	 
1.46785611	 1.41796582	 -1.07995991	 
-1.68140172	 0.45122967	 -0.92322049	 
0.34681684	 0.25274936	 -0.67818721	 
-2.11149696	 1.66499358	 -0.88459709	 
0.35654178	 0.37448657	 0.13721513	 
-0.78260945	 -0.63289620	 0.17905212	 
-2.06490748	 -0.53797062	 -0.43149108	 
-1.98452389	 -0.64644655	 -0.00484462	 
0.48628201	 -0.15558216	 0.31455981	 
-0.54577124	 -0.69762502	 -0.76114541	 
0.27826305	 -1.12736244	 0.81961086	 
0.55006078	 -0.28016714	 -0.38915488	 
-1.87956952	 -1.99191774	 1.20277521	 
2.64808050	 -1.07281165	 -0.22136382	 
-0.35394106	 -0.16561724	 -0.18540252	 
0.62953729	 -0.16477196	 -0.30466216	 
-0.90369672	 0.66791039	 -0.33824966	 
1.15715298	 1.37756131	 0.37729166	 
-0.25005971	 0.68121767	 -1.25348676	 
-1.36639725	 -0.15826243	 -2.45752476	 
0.28755340	 -0.06456708	 0.68583194	 
-1.24151836	 -0.07407694	 0.41813241	 
0.21204220	 2.19903207	 -0.58801590	 
-0.63348723	 0.54604502	 2.65186004	 
-1.47644134	 0.05114494	 0.40159565	 
0.31060131	 -0.48525741	 -0.90327554	 
-0.83877292	 -0.52701542	 0.18237105	 
-0.03662555	 -0.68305492	 -0.06866345	 
-0.69800242	 0.89710341	 -1.05663649	 
0.98849956	 0.42234613	 -0.99976477	 
0.01271949	 0.68558527	 0.43756044	 
-2.95636379	 0.39450169	 1.33500507	 
-0.53276157	 1.09200880	 -1.36618340	 
-1.09751748	 -0.11543496	 0.04689396	 
0.24553659	 0.76789565	 -0.25817610	 
0.02457834	 -0.21918294	 0.29409751	 
0.80833102	 0.02685522	 -0.25638913	 
-0.60119196	 0.95537983	 0.49478552	 
0.94282550	 0.45187168	 -1.15392666	 
-0.07796932	 -1.04727888	 -0.41444150	 
0.34860314	 0.01024780	 0.79772352	 
-2.76398257	 1.07494908	 -1.20859799	 
-0.01204085	 -0.20152214	 0.22155718	 
0.08960913	 -0.74261651	 1.85586690	 
0.43629478	 0.78096565	 -0.48655151	 
0.25519950	 0.22498151	 -0.79001214	 
1.64185237	 1.15660891	 -1.42679911	 
-0.35456519	 0.53646240	 1.71098807	 
-0.99843411	 -0.89483227	 -0.74784575	 
1.23730578	 -0.56235050	 0.58309509	 
-0.67422221	 0.01343363	 -1.88986240	 
1.11856207	 -1.81446237	 -2.59450340	 
0.14832445	 -0.78021804	 -0.81711562	 
-0.47580357	 0.62441266	 -1.02781641	 
0.21725594	 0.00893165	 -0.68277634	 
0.51469018	 0.01200823	 0.21631615	 
-1.29594582	 0.84889476	 -0.72957328	 
0.28358178	 0.37112550	 -0.06869997	 
-0.67193552	 0.93615128	 0.60707320	 
1.72539233	 -1.48800492	 0.40840580	 
0.24145571	 -1.18895075	 1.76102150	 
0.19061330	 0.53371179	 -0.96175617	 
-0.96317438	 0.05197161	 0.13841721	 
0.55961625	 -0.71029106	 0.84902872	 
-0.76910357	 0.21979319	 1.11774354	 
2.05181012	 -0.69109375	 1.75802570	 
0.33473136	 -0.31835592	 0.26245630	 
1.83881264	 -0.25277205	 -0.95018992	 
-1.70572462	 -0.70167024	 0.43720800	 
0.13845241	 0.01213980	 -0.31872908	 
-0.35206860	 -0.08568935	 -0.04715788	 
-0.58608034	 -0.29782547	 -0.06029438	 
1.09869153	 0.62406146	 0.91841416	 
-1.43901142	 -1.12225969	 -3.39911583	 
0.24197274	 0.31404118	 -0.87436474	 
-0.02589165	 -0.51130253	 -0.23070273	 
0.31335563	 -0.00699612	 -0.84143234	 
-1.02160172	 -1.17399946	 -2.02968944	 
-0.10138078	 0.27810386	 0.61076598	 
2.38829257	 1.84603668	 0.34301778	 
3.35966060	 1.54944355	 -1.74115178	 
2.11347606	 1.91109670	 -0.35629718	 
-1.12791463	 -0.57479702	 -0.82178708	 
-0.21943464	 -0.00495318	 0.37593735	 
-0.73138776	 0.26815964	 -0.17159291	 
-1.31539412	 0.16620653	 0.76052303	 
2.26847526	 -0.51525284	 -0.31365307	 
2.92305189	 0.54890465	 0.78758810	 
0.96017165	 -0.09113983	 0.22537000	 
1.34829626	 0.53542437	 -0.49488001	 
0.36485541	 -0.78985452	 0.29688163	 
0.09581287	 0.18785872	 -0.07999279	 
1.38852265	 -0.78119282	 -1.07925345	 
-0.01428227	 0.16972844	 -0.49131693	 
-0.33486902	 -0.29968447	 -0.39363731	 
-0.25171072	 -0.09091586	 1.15651782	 
0.97486284	 0.57605793	 1.63745411	 
0.28522735	 1.37446673	 1.67231387	 
0.40054956	 -1.88904044	 1.46771213	 
1.80759215	 -0.14907349	 0.32659834	 
0.36806055	 -0.30034427	 -1.43005688	 
0.46471380	 0.61826138	 -0.39417838	 
0.97886638	 -0.14379443	 -0.88448735	 
0.13311820	 -0.03932334	 0.02791039	 
-1.88591787	 -1.55254838	 1.74114455	 
-0.73461224	 0.45725154	 -0.53385358	 
0.39129797	 -1.33944190	 -0.99332990	 
0.10186017	 -0.29506642	 -0.07857096	 
-0.02518546	 -0.15301128	 -1.03783142	 
0.22284266	 -0.01601333	 -0.94876998	 
1.08685541	 -0.64268138	 0.62337637	 
-0.26061254	 0.19402018	 -1.84969684	 
0.97471886	 0.24016144	 -1.26572486	 
0.84886465	 0.90751032	 1.02189659	 
-2.59125029	 1.74013007	 -0.39037682	 
0.22580487	 -0.03318056	 0.84611006	 
0.62362518	 0.98438584	 0.39866070	 
-0.39394337	 1.98977449	 -0.78328570	 
-0.15953882	 -0.41679337	 -0.58981852	 
0.53907294	 0.21345318	 -0.88906784	 
0.62804352	 0.72291073	 -1.08067534	 
1.68371675	 0.04930888	 -1.40739208	 
0.24349594	 0.91802218	 -0.60198790	 
-2.12071379	 -0.53167017	 0.23341822	 
0.38984864	 0.34341793	 -0.01213525	 
-1.32462621	 0.66403642	 -0.86665306	 
0.14789654	 0.39448661	 1.52517295	 
0.42190303	 -0.32673813	 0.16221389	 
-3.74451988	 -0.17074651	 1.56101107	 
1.58610248	 1.67614205	 1.47427293	 
-0.11877564	 -0.82447900	 -2.07820277	 
0.12552103	 -0.08165602	 0.66781820	 
0.45068064	 -0.79189201	 -0.78479580	 
-1.25484414	 -0.66116925	 0.49471399	 
0.08949430	 -1.03037849	 -0.29132674	 
-0.42825115	 -1.48707711	 0.35036031	 
-1.84961785	 -1.01185286	 1.91629828	 
-0.96015869	 0.19163558	 0.82139335	 
-1.52682621	 0.45245837	 -2.14740909	 
-0.99521529	 -3.45850702	 -1.18247573	 
-0.42591544	 0.26283463	 -0.16334504	 
0.68656446	 0.07948106	 -0.58477337	 
0.40444792	 0.46265704	 0.70413400	 
0.35744824	 -0.53256623	 -0.27614770	 
-0.27821331	 0.60511987	 1.60656676	 
0.79523895	 -0.50065014	 -0.58881176	 
0.19249333	 1.39587070	 0.47715933	 
0.10572880	 -0.50305929	 -0.04923595	 
2.35930483	 -0.20267767	 -1.95923055	 
0.29889425	 -0.11169986	 1.68071323	 
-1.12232357	 0.77818014	 -1.41929462	 
1.04720272	 1.76973754	 0.10872802	 
1.13873250	 0.65005590	 -0.40142709	 
0.46997618	 -1.51061371	 0.64673932	 
1.36394553	 0.84477118	 1.22386162	 
0.93915970	 -0.01042005	 0.46625676	 
-0.17931322	 -1.61274108	 -1.04802516	 
1.40351830	 1.82889844	 -0.05417356	 
-0.43630720	 0.38635540	 0.68048573	 
-1.70249694	 0.03839009	 -0.42174112	 
0.52109608	 -0.01392517	 -1.81346931	 
0.24066177	 -0.03833759	 0.25709909	 
-1.33734879	 0.36610075	 2.15376561	 
-0.58538139	 0.46043586	 0.22304474	 
-1.11224561	 -0.35721719	 1.64465415	 
1.47205416	 1.34552141	 -0.00815238	 
-0.14936292	 0.45667798	 -1.58436203	 
0.10003208	 -0.27129348	 0.11060288	 
1.87405711	 0.84040001	 0.57879355	 
-0.61583602	 -0.21884037	 0.53638733	 
-0.39549764	 -0.00381066	 -0.48801948	 
0.41286789	 -0.53393731	 0.50972991	 
0.78608579	 -0.97492388	 -0.82440575	 
0.35844432	 -0.31429481	 -0.24193376	 
-0.17413997	 1.11391414	 -0.28488427	 
-2.49856873	 0.42824124	 -0.77544514	 
0.02815721	 -0.09779045	 -0.01694167	 
0.10429606	 -1.48622771	 -0.26117794	 
1.12952558	 -2.55368741	 0.82717905	 
-2.00389840	 1.31710991	 0.22304246	 
1.15571376	 -0.06023397	 -0.16781909	 
0.41647851	 0.33427686	 -0.68056102	 
-0.18385543	 2.87583181	 -0.65509463	 
-1.47200298	 2.36122111	 -0.05579506	 
-0.64451181	 -0.14043058	 -0.70535423	 
0.06468848	 -0.76989091	 0.62581622	 
1.36413692	 1.02815140	 -0.51873876	 
0.33211198	 -0.19937868	 0.45791650	 
0.54244445	 -0.20122568	 -1.37560046	 
-0.70236217	 0.36185711	 0.98370841	 
0.57716743	 -0.49118370	 -0.42502925	 
0.06781019	 0.03038984	 -0.11024905	 
0.43505700	 0.02820089	 0.87007781	 
-1.83648690	 0.30085081	 3.13655723	 
